cbsa,name,households_income_lt_10k,households_income_10k_15k,households_income_15k_20k,households_income_20k_25k,households_income_25k_30k,households_income_30k_35k,households_income_35k_40k,households_income_40k_45k,households_income_45k_50k,households_income_50k_60k,households_income_60k_75k,households_income_75k_100k,households_income_100k_125k,households_income_125k_150k,households_income_150k_200k,households_income_200k_plus,housing_units,occupied_housing_units,vacant_housing_units,housing_units_1_detached,housing_units_1_attached,housing_units_2,housing_units_3_4,housing_units_5_9,housing_units_10_19,housing_units_20_49,housing_units_50_plus,housing_units_mobile_home,housing_units_other,owner_households,owner_households_15_24,owner_households_25_34,owner_households_35_44,owner_households_45_54,owner_households_55_59,owner_households_60_64,owner_households_65_74,owner_households_75_84,owner_households_85_plus,renter_households,renter_households_15_24,renter_households_25_34,renter_households_35_44,renter_households_45_54,renter_households_55_59,renter_households_60_64,renter_households_65_74,renter_households_75_84,renter_households_85_plus,year,households_income_50k_to_100k,housing_units_multifamily_5plus,share_sf_detached,share_multifamily_5plus,vacancy_rate,households_25_44,owner_households_25_44,renter_households_25_44,share_households_25_44
21500,"Erie, PA Metro Area",9467,7148,7324,7405,6493,5884,7316,5486,5032,10152,10254,13038,6628,2267,2948,1615,118828,108457,10371,79123.0,4512.0,10817.0,6634.0,2834.0,2110.0,2722.0,3366.0,6710.0,0.0,75682,625,8696,12522,18992,8961,7245,9764,6998,1879,32775,3849,8941,4878,5861,1676,1445,2468,2303,1354,2009,33444,11032.0,0.6658615814454506,0.09284007136365166,0.08727740936479618,35037,21218,13819,0.3230496878947417
21500,"Erie, PA Metro Area",12282,7762,6466,8105,6426,6032,4061,5726,4521,9565,11571,11991,7662,3038,2094,2086,119194,109388,9806,75799.0,5766.0,9909.0,5399.0,5148.0,3309.0,1756.0,4693.0,7415.0,0.0,73009,772,6845,12175,18075,8963,7842,9745,6185,2407,36379,5584,8467,5501,5520,2220,1813,2881,2459,1934,2010,33127,14906.0,0.635929660888971,0.12505663036730036,0.08226924174035606,32988,19020,13968,0.30156872783120636
21500,"Erie, PA Metro Area",9444,8628,6954,6281,7458,5920,6820,6866,4183,10727,10633,10255,7593,2908,2444,2024,119401,109138,10263,76918.0,4590.0,12448.0,5892.0,4433.0,2193.0,3014.0,3718.0,6195.0,0.0,72287,526,7384,11771,16340,8601,9006,10388,6425,1846,36851,4352,8006,6451,6458,2050,2041,2913,2631,1949,2011,31615,13358.0,0.6441989598077068,0.11187510992370248,0.08595405398614751,33612,19155,14457,0.3079770565705804
21500,"Erie, PA Metro Area",9172,6681,7498,7351,5887,5848,6032,4890,5611,9281,11715,14839,6826,3030,2705,2607,119404,109973,9431,78509.0,5006.0,11005.0,6332.0,3874.0,2972.0,2117.0,3575.0,5980.0,34.0,71965,468,5658,12055,16641,9117,8809,10734,6138,2345,38008,5132,10092,5949,5529,2890,1975,2270,2522,1649,2012,35835,12538.0,0.6575072861880674,0.1050048574587116,0.07898395363639409,33754,17713,16041,0.30692988278941197
21500,"Erie, PA Metro Area",9709,7162,7349,6579,6912,5926,6136,6405,6027,9391,10022,12536,7454,3628,2921,2576,119251,110733,8518,79638.0,4715.0,8667.0,5705.0,4337.0,2315.0,2201.0,4480.0,7118.0,75.0,75439,609,7520,11690,15734,10315,8047,12737,6264,2523,35294,3466,9128,6031,5226,2675,2440,2409,2171,1748,2013,31949,13333.0,0.6678182992176166,0.11180619030448383,0.07142917040527962,34369,19210,15159,0.31037721365807847
21500,"Erie, PA Metro Area",9308,6237,6054,7145,7308,6323,5865,5473,4759,9063,11133,11591,7699,4503,3237,2957,119824,108655,11169,78342.0,4914.0,11035.0,7006.0,3963.0,2665.0,1949.0,3433.0,6517.0,0.0,72068,586,6441,9471,15844,9745,8839,12359,6648,2135,36587,3631,9804,6073,6087,3345,1765,2261,2015,1606,2014,31787,12010.0,0.6538089197489652,0.1002303378288156,0.09321171050874616,31789,15912,15877,0.2925682205144724
21500,"Erie, PA Metro Area",9296,6414,6790,6054,5308,6988,5394,6004,4453,7947,12761,13226,8438,4594,3218,3253,120096,110138,9958,77160.0,4159.0,10639.0,6995.0,4576.0,3490.0,2132.0,4117.0,6808.0,20.0,70551,444,5755,11132,14701,8853,8701,12171,7132,1662,39587,4621,9483,5995,6603,3018,2536,3840,2067,1424,2015,33934,14315.0,0.6424860111910472,0.11919630961897149,0.08291699973354649,32365,16887,15478,0.29385861373912725
21500,"Erie, PA Metro Area",7697,5686,7018,5665,6492,5776,6227,5529,5884,9857,12118,13808,7163,3964,3610,3211,120077,109705,10372,79883.0,3443.0,10258.0,7635.0,3569.0,2647.0,2014.0,3995.0,6633.0,0.0,72423,263,6632,10208,15051,8243,9542,13429,6095,2960,37282,4155,9589,6085,5856,2785,1714,3394,1890,1814,2016,35783,12225.0,0.6652647884274258,0.1018096721270518,0.08637790750934816,32514,16840,15674,0.2963766464609635
21500,"Erie, PA Metro Area",8577,5234,6842,7103,6152,5203,5101,3865,5457,8182,11611,14244,8140,4967,4228,3552,121422,108458,12964,79887.0,6792.0,8859.0,7379.0,2611.0,2130.0,2282.0,3606.0,7756.0,120.0,72188,421,6344,9706,14077,8159,11051,12708,6623,3099,36270,4510,9662,5998,4886,2106,1707,3057,2624,1720,2017,34037,10629.0,0.6579285467213519,0.08753767850966052,0.10676813098120604,31710,16050,15660,0.29237124048018587
21500,"Erie, PA Metro Area",8063,6213,5697,8209,5532,7502,5367,5169,4696,8197,11459,13259,8412,4730,4261,3031,121615,109797,11818,80085.0,5322.0,10448.0,5643.0,5133.0,2931.0,2861.0,3712.0,5480.0,0.0,71969,683,6969,9494,13913,8259,8693,14218,6900,2840,37828,4439,9999,6547,4611,3040,1757,3612,1890,1933,2018,32915,14637.0,0.6585125190149241,0.12035521933971961,0.09717551288903507,33009,16463,16546,0.30063662941610425
21500,"Erie, PA Metro Area",8936,5219,5037,7979,5950,4821,5372,4411,5144,8302,12134,14145,9906,5104,3824,3844,121861,110128,11733,81513.0,4832.0,9485.0,6027.0,5016.0,1501.0,2980.0,3696.0,6811.0,0.0,73155,1007,6808,9144,13124,8117,8820,15684,7204,3247,36973,3381,9038,7730,5096,3187,2312,3344,1913,972,2019,34581,13193.0,0.6689014532951477,0.10826269274008912,0.09628182929731416,32720,15952,16768,0.297108818828999
21500,"Erie, PA Metro Area",8278,5695,6328,5005,5302,3953,5315,4638,4640,8345,11785,15471,10335,5715,4479,5277,119948,110561,9387,81708.0,4687.0,8407.0,4888.0,4837.0,3281.0,2101.0,4823.0,5216.0,0.0,74697,396,6487,10198,13256,8774,9801,16465,7093,2227,35864,3515,7609,6554,5518,2416,2421,4175,2328,1328,2021,35601,15042.0,0.6811951845799846,0.12540434188148197,0.07825891219528462,30848,16685,14163,0.27901339532023045
21500,"Erie, PA Metro Area",8266,5234,4918,6500,4933,4087,4733,5786,6197,7907,11419,13843,9351,5816,5502,6794,120123,111286,8837,82630.0,4644.0,7925.0,5403.0,2875.0,3511.0,2530.0,4822.0,5741.0,42.0,77556,349,8380,12383,13658,7193,9401,16742,7212,2238,33730,4849,8134,4316,3528,3231,1782,3820,2825,1245,2022,33169,13738.0,0.6878782581187616,0.11436610807255897,0.07356626124888656,33213,20763,12450,0.29844724403788436
21500,"Erie, PA Metro Area",6924,5475,4304,5661,4071,6297,5457,5447,4253,6700,11760,14452,10616,6073,7207,6421,120289,111118,9171,83283.0,4598.0,8095.0,4076.0,4040.0,1968.0,2985.0,4093.0,7075.0,76.0,76673,626,6662,11776,11390,8166,9038,18530,7834,2651,34445,3285,7469,7036,5681,1544,3151,2808,2713,758,2023,32912,13086.0,0.6923575721803323,0.10878800222796764,0.07624138533032945,32943,18438,14505,0.2964686189456254
21500,"Erie, PA Metro Area",8601,5025,4069,3928,4180,5211,5552,4515,4663,8263,10023,14817,10030,6168,9478,7351,120448,111874,8574,80576.0,4577.0,10903.0,7141.0,2997.0,2991.0,2833.0,3144.0,5286.0,0.0,73370,383,6946,11437,11380,9009,7558,17033,7247,2377,38504,4159,7983,7750,5647,2372,1995,4470,2657,1471,2024,33103,11965.0,0.6689691817215728,0.0993374734325186,0.07118424548352816,34116,18383,15733,0.304950211845469
21660,"Eugene-Springfield, OR Metro Area",15452,10603,11172,8862,8494,9209,9783,7029,5639,12906,12932,12283,5989,2218,1751,2313,145876,136635,9241,91660.0,9398.0,3913.0,4526.0,6088.0,6194.0,3737.0,6322.0,13754.0,284.0,85436,1687,8704,13904,20161,10245,8107,11529,7948,3151,51199,12137,12898,7879,7978,2572,1759,1915,1866,2195,2005,38121,22341.0,0.6283418794044257,0.15315062107543392,0.06334832323343113,43385,22608,20777,0.3175247923299301
21660,"Eugene-Springfield, OR Metro Area",14524,9442,7266,9853,7523,8075,7911,7619,6839,13527,14537,15018,6409,3375,3603,2080,147986,137601,10385,88508.0,10425.0,3434.0,7104.0,7820.0,5888.0,3060.0,6505.0,14539.0,703.0,84074,1287,7295,14178,20637,10805,7749,11062,8627,2434,53527,9933,15156,8984,7740,3416,1920,2762,2017,1599,2006,43082,23273.0,0.5980836025029395,0.15726487640722772,0.07017555714729772,45613,21473,24140,0.3314874165158683
21660,"Eugene-Springfield, OR Metro Area",12648,7077,9423,8107,9308,8552,8331,8237,6882,13522,14762,14662,7468,4250,2088,3057,149386,138374,11012,92934.0,7354.0,4875.0,7251.0,5577.0,6186.0,3754.0,5776.0,15285.0,394.0,87679,1430,9345,13978,20469,11204,8428,12080,8097,2648,50695,8703,15739,8905,7260,3226,1594,2359,1373,1536,2007,42946,21293.0,0.622106489229245,0.14253678390210595,0.07371507370168556,47967,23323,24644,0.3466474915807883
21660,"Eugene-Springfield, OR Metro Area",13610,8831,9002,10130,8544,9421,7438,6934,5696,12837,15825,16522,8648,3667,3493,2353,150523,142951,7572,93959.0,8448.0,3225.0,7756.0,8173.0,5339.0,4378.0,5827.0,12721.0,697.0,87136,728,8580,12977,18264,12190,9744,12772,8359,3522,55815,9877,15057,9569,9089,2634,2366,2831,2218,2174,2008,45184,23717.0,0.6242168970854952,0.15756396032500017,0.050304604611919775,46183,21557,24626,0.3230687438353002
21660,"Eugene-Springfield, OR Metro Area",15125,9138,10623,10116,8614,8372,8630,7199,5082,13895,14139,13416,6783,3539,2998,3113,151178,140782,10396,93382.0,8197.0,5614.0,6747.0,5282.0,7473.0,4484.0,5064.0,14186.0,749.0,83643,1245,6488,11546,17495,12105,10581,13221,7733,3229,57139,13825,11157,9855,9974,3267,2080,2896,2060,2025,2009,41450,22303.0,0.6176956964637712,0.14752807948246438,0.06876661948167061,39046,18034,21012,0.27735079768720433
21660,"Eugene-Springfield, OR Metro Area",15404,9167,9919,10605,10080,9017,7776,7501,5374,10640,15175,15189,8430,4922,2794,2930,156175,144923,11252,97486.0,8470.0,5861.0,7299.0,6716.0,5363.0,4090.0,6585.0,13958.0,347.0,87193,1320,7313,11884,17576,11672,11570,14445,8804,2609,57730,11776,13821,9462,9991,2783,3408,2835,2005,1649,2010,41004,22754.0,0.6242100208099888,0.145695533856251,0.07204738274371698,42480,19197,23283,0.2931211746927679
21660,"Eugene-Springfield, OR Metro Area",15546,11603,9571,8467,9937,8147,8148,9701,5088,12079,16028,14024,8292,3479,3040,2631,157072,145781,11291,97298.0,9307.0,4683.0,5958.0,8127.0,6387.0,4937.0,5699.0,14027.0,649.0,82365,495,5674,9618,16247,11409,11433,14777,9187,3525,63416,11227,15123,12459,8032,5271,3246,3520,3185,1353,2011,42131,25150.0,0.6194484058266273,0.1601176530508302,0.07188423143526536,42874,15292,27582,0.2940986822699803
21660,"Eugene-Springfield, OR Metro Area",16984,8754,10714,9550,8511,9101,8491,6854,5636,11621,13905,16402,9111,4529,3637,2527,156535,146327,10208,98331.0,7952.0,6218.0,5877.0,5929.0,5005.0,5766.0,6768.0,14085.0,604.0,85881,424,6853,10961,16127,10693,11925,16444,8923,3531,60446,12626,14335,10823,8543,3460,3281,3174,2361,1843,2012,41928,23468.0,0.6281726131536078,0.14992174274123998,0.06521225285080014,42972,17814,25158,0.2936710244862534
21660,"Eugene, OR Metro Area",15467,9695,9117,9475,7205,9015,6836,6531,6712,11533,16125,14737,8574,4577,5053,3514,156436,144166,12270,99762.0,7702.0,4038.0,6535.0,5724.0,4358.0,4878.0,8554.0,14020.0,865.0,86435,756,5526,12313,14602,10709,12546,16836,9435,3712,57731,10241,13594,9768,9210,3792,3992,3065,1408,2661,2013,42395,23514.0,0.6377176608964689,0.15031067017821984,0.07843463141476387,41201,17839,23362,0.2857886048027968
21660,"Eugene, OR Metro Area",13617,9147,8997,8233,8011,8245,9480,7266,6751,12612,14218,17009,9930,3988,4791,3437,157908,145732,12176,99665.0,8351.0,6548.0,6407.0,6173.0,5419.0,4713.0,5839.0,14379.0,414.0,86197,894,6583,11081,14584,10322,11752,18761,8509,3711,59535,10623,14428,9871,9320,4036,3116,4403,2032,1706,2014,43839,22144.0,0.6311586493401221,0.1402335537148213,0.07710818957874205,41963,17664,24299,0.2879463673043669
21660,"Eugene, OR Metro Area",12514,7798,10162,8778,7759,9132,7547,7257,5573,12145,15917,17291,9922,5907,4986,3914,159311,146602,12709,96783.0,7386.0,5609.0,6651.0,7544.0,6761.0,5471.0,8011.0,14380.0,715.0,85460,647,6147,10988,13010,9953,11833,20056,9313,3513,61142,10495,13653,11433,9321,3536,3637,4594,2762,1711,2015,45353,27787.0,0.6075098392452498,0.17441984545951,0.07977478014700805,42221,17135,25086,0.2879974352328072
21660,"Eugene, OR Metro Area",13191,7664,7901,8925,9528,7595,7742,7660,6440,12222,15093,17562,10807,5257,5575,4550,159704,147712,11992,99636.0,9414.0,3802.0,6522.0,7256.0,7240.0,4119.0,7222.0,13975.0,518.0,87013,566,6124,11316,15599,10412,11661,18628,8442,4265,60699,11017,15688,10314,7641,3496,3058,4949,2382,2154,2016,44877,25837.0,0.6238791764764815,0.16178054400641187,0.07508891449180985,43442,17440,26002,0.29409932842287695
21660,"Eugene, OR Metro Area",12997,7770,8524,8590,8670,8031,7763,5614,6898,12298,16127,19030,11793,6592,5356,5622,162602,151675,10927,100561.0,8657.0,4671.0,7603.0,7319.0,6660.0,5237.0,7497.0,13400.0,997.0,90115,921,7624,11908,13294,9585,11310,21762,10080,3631,61560,10370,14297,11878,8417,5040,3203,4605,2025,1725,2017,47455,26713.0,0.6184487275679266,0.16428457214548406,0.06720089543794049,45707,19532,26175,0.30134827756716664
21660,"Eugene, OR Metro Area",10634,8521,7084,7848,8398,8723,8486,6460,6242,13904,17508,21053,10622,7251,6988,6350,163490,156072,7418,102900.0,7771.0,4327.0,6892.0,9791.0,5731.0,5038.0,7037.0,13049.0,954.0,92483,599,6145,11425,16277,8962,11748,23352,10756,3219,63589,11644,14914,11870,7256,4334,4362,4400,3585,1224,2018,52465,27597.0,0.6293962933512753,0.16879931494280995,0.04537280567618815,44354,17570,26784,0.28418934850581784
21660,"Eugene-Springfield, OR Metro Area",9653,7924,7112,8750,7510,8053,7436,7048,6627,9757,17375,20580,14154,8798,7900,7019,164846,155696,9150,100737.0,9365.0,5676.0,7656.0,8993.0,5764.0,4377.0,9146.0,12453.0,679.0,90298,543,6764,13448,13625,8850,10472,23579,10365,2652,65398,9804,15587,11408,8864,3974,4685,5246,3111,2719,2019,47712,28280.0,0.611097630515754,0.17155405651335184,0.055506351382502456,47207,20212,26995,0.30319982530058576
21660,"Eugene-Springfield, OR Metro Area",9896,6512,5638,7284,6127,6599,8240,7800,7003,12886,15250,22850,18323,7216,8642,9892,167832,160158,7674,104472.0,9522.0,5111.0,8678.0,7167.0,5909.0,3803.0,7774.0,14941.0,455.0,97518,132,7941,14162,14151,10976,9232,25384,12582,2958,62640,10854,16696,12056,7952,2568,3763,4853,2542,1356,2021,50986,24653.0,0.6224796224796225,0.1468909385576052,0.045724295724295726,50855,22103,28752,0.31753018893842333
21660,"Eugene-Springfield, OR Metro Area",12361,7169,6743,6694,4895,5498,6353,7701,7630,11240,16071,22483,15529,9845,10881,9223,170014,160316,9698,105374.0,9377.0,4607.0,6710.0,7513.0,8015.0,4326.0,10100.0,13155.0,837.0,96381,1212,6709,13323,15293,6898,12239,24143,12558,4006,63935,10229,15994,13526,7515,3470,3708,5481,2598,1414,2022,49794,29954.0,0.6197960167986166,0.17618549060665592,0.057042361217311516,49552,20032,29520,0.30908954814241874
21660,"Eugene-Springfield, OR Metro Area",10528,7646,5512,5608,5481,6444,5559,6584,5099,12093,14974,25416,15433,11133,12338,12153,171785,162001,9784,103805.0,8750.0,4156.0,8486.0,8966.0,5770.0,5679.0,10856.0,14020.0,1297.0,96589,959,7461,14298,15016,7812,10436,24934,12872,2801,65412,12192,16247,10932,7390,3871,3442,5783,4048,1507,2023,52483,31271.0,0.6042727828390139,0.1820356841400588,0.05695491457344937,48938,21759,27179,0.3020845550336109
21660,"Eugene-Springfield, OR Metro Area",9410,7273,5089,5922,5112,6551,5390,6090,8145,10133,13584,23243,16572,13614,15239,11129,173010,162496,10514,108544.0,10094.0,4890.0,8351.0,7550.0,4752.0,5940.0,9582.0,12185.0,1122.0,97992,807,7673,13608,16156,9494,8764,23789,14174,3527,64504,12428,16030,10280,6889,3713,3675,6545,3430,1514,2024,46960,27824.0,0.6273857002485406,0.16082307381076238,0.060771053696318134,47591,21281,26310,0.2928749015360378
21700,"Eureka-Arcata-Fortuna, CA Micro Area",5014,4217,5388,5041,4095,2710,2351,2917,1745,3077,4447,4797,3081,1193,730,1216,58160,52019,6141,40461.0,1834.0,1864.0,4390.0,1822.0,985.0,805.0,1362.0,4505.0,132.0,29520,188,2939,3710,7023,4547,2453,3735,3481,1444,22499,4725,7548,3426,3536,1187,504,968,307,298,2005,12321,4974.0,0.6956843191196699,0.08552269601100412,0.10558803301237964,17623,6649,10974,0.33878006113150966
21700,"Eureka-Arcata-Fortuna, CA Micro Area",4644,3675,4749,3792,2908,3052,3006,3523,1954,5568,5360,4872,2515,1237,1033,772,58552,52660,5892,38905.0,1935.0,2837.0,4958.0,2231.0,942.0,186.0,936.0,5512.0,110.0,28751,231,1230,3997,7878,3725,2978,4074,3501,1137,23909,4770,6338,3982,3861,1751,1220,1196,649,142,2006,15800,4295.0,0.664452110944118,0.0733536002186091,0.10062850116136084,15547,5227,10320,0.2952335738701101
21700,"Eureka-Arcata-Fortuna, CA Micro Area",3716,5229,3413,4678,3821,4026,2303,2806,2232,3414,4739,5306,2910,1526,756,1027,58900,51902,6998,41741.0,1672.0,1981.0,2726.0,2022.0,1438.0,714.0,733.0,5856.0,17.0,30514,394,2693,4052,7356,3909,3230,4342,3269,1269,21388,2987,6884,3692,3609,1765,766,521,512,652,2007,13459,4907.0,0.7086757215619695,0.0833106960950764,0.11881154499151103,17321,6745,10576,0.3337250972987553
21700,"Eureka-Arcata-Fortuna, CA Micro Area",4639,5841,3230,4418,2703,2567,3258,2732,2691,3410,6685,4386,3276,918,1005,1220,59128,52979,6149,40227.0,1271.0,2393.0,3920.0,1930.0,1269.0,969.0,337.0,6644.0,168.0,28623,709,3083,3548,6291,3865,3000,3905,2872,1350,24356,2952,7326,4604,3975,2094,1041,954,785,625,2008,14481,4505.0,0.6803375727235828,0.0761906372615343,0.10399472331213638,18561,6631,11930,0.3503463636535231
21700,"Eureka-Arcata-Fortuna, CA Micro Area",4730,5342,4590,4365,3130,3339,3907,1839,2365,3811,4914,4505,3009,1073,793,604,59462,52316,7146,38565.0,2453.0,2348.0,2391.0,3283.0,1743.0,1165.0,839.0,6507.0,168.0,29092,145,1958,4199,6205,4319,3387,4643,3111,1125,23224,4542,5655,3262,4466,1938,1289,1027,638,407,2009,13230,7030.0,0.6485654703844472,0.11822676667451482,0.12017759241196058,15074,6157,8917,0.288133649361572
21700,"Eureka-Arcata-Fortuna, CA Micro Area",5541,3849,3994,4318,2700,4222,4055,2757,1883,4290,5444,4840,3310,1799,944,1034,61555,54980,6575,42923.0,1260.0,4563.0,3923.0,1779.0,1244.0,504.0,725.0,4326.0,308.0,31560,402,3213,3889,6266,4868,4296,4864,2543,1219,23420,3572,6952,3856,4292,1789,939,901,874,245,2010,14574,4252.0,0.6973113475753391,0.0690764357079035,0.10681504345707091,17910,7102,10808,0.32575481993452166
21700,"Eureka-Arcata-Fortuna, CA Micro Area",5278,3650,3665,3378,3177,3291,2628,2338,3089,4575,4826,5035,2794,1494,967,998,61872,51183,10689,41533.0,1348.0,3420.0,4121.0,2599.0,1203.0,843.0,1600.0,5042.0,163.0,28459,34,1788,3546,5911,4363,3901,5109,2915,892,22724,3621,5801,3434,4053,2416,1117,704,805,773,2011,14436,6245.0,0.6712729506077062,0.10093418670804241,0.1727598913886734,14569,5334,9235,0.2846452923822363
21700,"Eureka-Arcata-Fortuna, CA Micro Area",5415,4738,3763,3053,2579,2866,3375,2300,2459,4932,3704,6401,3504,854,1285,1013,61659,52241,9418,42615.0,2308.0,3701.0,3591.0,1855.0,1324.0,725.0,436.0,5104.0,0.0,28072,171,1407,4103,5118,4080,3478,5674,2977,1064,24169,3083,6637,4389,3536,2506,1671,1450,722,175,2012,15037,4340.0,0.691139979565027,0.07038712921065862,0.1527433140336366,16536,5510,11026,0.3165329913286499
21700,"Eureka-Arcata-Fortuna, CA Micro Area",3735,4661,3658,3582,3644,3316,2560,2354,3141,4558,5467,6215,2986,1161,1237,916,61976,53191,8785,44525.0,1869.0,2169.0,4875.0,2602.0,559.0,1247.0,632.0,3395.0,103.0,28950,190,2191,3366,5034,4363,3786,5583,3228,1209,24241,3914,6694,4641,2983,1639,1491,1842,856,181,2013,16240,5040.0,0.718423260617013,0.08132180198786627,0.14174841874273914,16892,5557,11335,0.31757252166719935
21700,"Eureka-Arcata-Fortuna, CA Micro Area",3619,6216,3482,3637,3734,2993,2553,3302,2899,4646,4269,5335,2397,1398,1738,977,62329,53195,9134,43637.0,2583.0,2570.0,3580.0,2329.0,862.0,434.0,524.0,5400.0,410.0,28681,35,1907,3231,5797,2913,5117,5800,2775,1106,24514,3250,6331,4701,3639,2155,1650,1755,709,324,2014,14250,4149.0,0.7001074941038682,0.06656612491777503,0.1465449469749234,16170,5138,11032,0.3039759375881192
21700,"Eureka-Arcata-Fortuna, CA Micro Area",5308,3289,2897,4007,3722,3466,3666,3378,3044,3214,4843,4860,2726,2339,1155,1639,62567,53553,9014,41459.0,2538.0,2357.0,4855.0,3233.0,1212.0,525.0,455.0,5732.0,201.0,29809,290,2250,4176,4157,3513,4113,6829,2821,1660,23744,4192,5261,4399,3852,1774,1880,1047,592,747,2015,12917,5425.0,0.6626336567199962,0.0867070500423546,0.14406955743443028,16086,6426,9660,0.30037532911321496
21700,"Eureka-Arcata-Fortuna, CA Micro Area",4468,3754,3492,3679,3444,2459,3261,3709,1772,5107,5072,5537,3330,2129,1496,1521,62645,54230,8415,43579.0,2400.0,2737.0,3750.0,2230.0,669.0,903.0,457.0,5920.0,0.0,31645,357,1164,5479,5131,3310,4852,6800,2667,1885,22585,3680,5803,3375,2805,1576,1150,3194,792,210,2016,15716,4259.0,0.6956500917870541,0.0679862718493096,0.13432835820895522,15821,6643,9178,0.2917388899133321
21700,"Eureka-Arcata-Fortuna, CA Micro Area",4334,4305,2538,3701,2832,3792,2038,2760,1539,4446,5279,6124,3600,1705,2137,2316,63012,53446,9566,43531.0,2454.0,1948.0,5167.0,1758.0,1475.0,1001.0,581.0,5097.0,0.0,31456,85,1648,4959,5178,3110,4397,7682,3339,1058,21990,2792,5161,4130,3351,2384,1537,1343,863,429,2017,15849,4815.0,0.690836666031867,0.0764140163778328,0.1518123532025646,15898,6607,9291,0.2974591176140403
21700,"Eureka-Arcata-Fortuna, CA Micro Area",3235,4191,3468,3616,3158,2902,3331,1726,2043,4631,7027,6152,5467,931,2285,1610,63308,55773,7535,43966.0,1933.0,1639.0,3591.0,2797.0,1359.0,1518.0,1273.0,5017.0,215.0,29758,452,2250,3879,4176,2739,4049,7989,2943,1281,26015,4005,6755,5108,3253,1197,1787,2103,1208,599,2018,17810,6947.0,0.6944777911164466,0.10973336703102293,0.11902129272761736,17992,6129,11863,0.32259336955157514
21700,"Eureka-Arcata, CA Micro Area",4253,6531,1938,1996,3099,1483,2807,2326,2755,4126,4410,6390,4474,2593,3084,3427,63723,55692,8031,42254.0,2778.0,1836.0,3570.0,2775.0,1435.0,1354.0,802.0,6614.0,305.0,30623,383,2497,3710,5031,2695,4093,7622,3064,1528,25069,2754,6742,4613,3825,2395,1709,2043,684,304,2019,14926,6366.0,0.663088680696138,0.09990113459818276,0.12602984793559624,17562,6207,11355,0.31534152122387415
21700,"Eureka-Arcata, CA Micro Area",3444,2989,2301,2792,2921,2945,2447,3225,2217,4281,5859,7781,3552,3017,2429,2984,62442,55184,7258,45246.0,1593.0,2737.0,3718.0,2682.0,1494.0,917.0,386.0,3549.0,120.0,31837,691,1949,4191,5496,2747,3625,9007,2873,1258,23347,3607,5273,5246,3620,1827,564,2336,455,419,2021,17921,5479.0,0.7246084366291919,0.08774542775695846,0.11623586688446878,16659,6140,10519,0.3018809799942012
